Gene stable ID	Mouse gene stable ID	Mouse gene name
ENSG00000162365	ENSMUSG00000066072	Cyp4a10
ENSG00000162365	ENSMUSG00000084346	Cyp4a30b
ENSG00000162366	ENSMUSG00000028716	Pdzk1ip1
ENSG00000162367	ENSMUSG00000028717	Tal1
ENSG00000162368	ENSMUSG00000028719	Cmpk1
ENSG00000162373	ENSMUSG00000028545	Bend5
ENSG00000162374	ENSMUSG00000028546	Elavl4
ENSG00000162377	ENSMUSG00000048351	Coa7
ENSG00000162378	ENSMUSG00000034636	Zyg11b
ENSG00000162383	ENSMUSG00000008932	Slc1a7
ENSG00000162384	ENSMUSG00000028608	Czib
ENSG00000162385	ENSMUSG00000028609	Magoh
ENSG00000162390	ENSMUSG00000034853	Acot11
ENSG00000162391	ENSMUSG00000034871	Fam151a
ENSG00000162396	ENSMUSG00000043572	Pars2
ENSG00000162398	ENSMUSG00000054362	Lexm
ENSG00000162399	ENSMUSG00000025418	Bsnd
ENSG00000162402	ENSMUSG00000028514	Usp24
ENSG00000162407	ENSMUSG00000028517	Plpp3
ENSG00000162408	ENSMUSG00000028948	Nol9
ENSG00000162409	ENSMUSG00000028518	Prkaa2
ENSG00000162413	ENSMUSG00000073700	Klhl21
ENSG00000162415	ENSMUSG00000033948	Zswim5
ENSG00000162419	ENSMUSG00000028901	Gmeb1
ENSG00000162426	ENSMUSG00000039838	Slc45a1
ENSG00000162430	ENSMUSG00000050989	Selenon
ENSG00000162433	ENSMUSG00000028527	Ak4
ENSG00000162434	ENSMUSG00000028530	Jak1
ENSG00000162437	ENSMUSG00000035275	Raver2
ENSG00000162438	ENSMUSG00000062478	Ctrc
ENSG00000162441	ENSMUSG00000028990	Lzic
ENSG00000162444	ENSMUSG00000028996	Rbp7
ENSG00000162456	ENSMUSG00000073774	Kncn
ENSG00000162458	ENSMUSG00000006219	Fblim1
ENSG00000162460	ENSMUSG00000043085	Tmem82
ENSG00000162461	ENSMUSG00000040740	Slc25a34
ENSG00000162490	ENSMUSG00000029005	Draxin
ENSG00000162493	ENSMUSG00000028583	Pdpn
ENSG00000162494	ENSMUSG00000028584	Lrrc38
ENSG00000162496	ENSMUSG00000066026	Dhrs3
ENSG00000162510	ENSMUSG00000040533	Matn1
ENSG00000162511	ENSMUSG00000028581	Laptm5
ENSG00000162512	ENSMUSG00000025743	Sdc3
ENSG00000162517	ENSMUSG00000028779	Pef1
ENSG00000162520	ENSMUSG00000001333	Sync
ENSG00000162521	ENSMUSG00000057236	Rbbp4
ENSG00000162522	ENSMUSG00000050390	C77080
ENSG00000162526	ENSMUSG00000000411	Tssk3
ENSG00000162542	ENSMUSG00000041143	Tmco4
ENSG00000162543	ENSMUSG00000043621	Ubxn10
ENSG00000162545	ENSMUSG00000046447	Camk2n1
ENSG00000162551	ENSMUSG00000028766	Alpl
ENSG00000162552	ENSMUSG00000036856	Wnt4
ENSG00000162571	ENSMUSG00000029074	Ttll10
ENSG00000162576	ENSMUSG00000029070	Mxra8
ENSG00000162591	ENSMUSG00000057751	Megf6
ENSG00000162592	ENSMUSG00000039492	Ccdc27
ENSG00000162594	ENSMUSG00000049093	Il23r
ENSG00000162598	ENSMUSG00000078639	Gm12695
ENSG00000162599	ENSMUSG00000028565	Nfia
ENSG00000162600	ENSMUSG00000035069	Oma1
ENSG00000162601	ENSMUSG00000062627	Mysm1
ENSG00000162604	ENSMUSG00000028563	Tm2d1
ENSG00000162607	ENSMUSG00000028560	Usp1
ENSG00000162613	ENSMUSG00000028034	Fubp1
ENSG00000162614	ENSMUSG00000039103	Nexn
ENSG00000162616	ENSMUSG00000028035	Dnajb4
ENSG00000162618	ENSMUSG00000039167	Adgrl4
ENSG00000162620	ENSMUSG00000028182	Lrriq3
ENSG00000162623	ENSMUSG00000047583	Tyw3
ENSG00000162624	ENSMUSG00000096225	Lhx8
ENSG00000162627	ENSMUSG00000028007	Snx7
ENSG00000162630	ENSMUSG00000033849	B3galt2
ENSG00000162631	ENSMUSG00000059857	Ntng1
ENSG00000162636	ENSMUSG00000040339	Fam102b
ENSG00000162639	ENSMUSG00000045662	Henmt1
ENSG00000162641	ENSMUSG00000049565	Aknad1
ENSG00000162642	ENSMUSG00000036873	2410004B18Rik
ENSG00000162643	ENSMUSG00000043020	Wdr63
ENSG00000162645	ENSMUSG00000028270	Gbp2
ENSG00000162645	ENSMUSG00000040264	Gbp2b
ENSG00000162650	ENSMUSG00000048997	Atxn7l2
ENSG00000162664	ENSMUSG00000029290	Zfp326
ENSG00000162669	ENSMUSG00000043410	Hfm1
ENSG00000162670	ENSMUSG00000035131	Brinp3
ENSG00000162676	ENSMUSG00000029275	Gfi1
ENSG00000162687	ENSMUSG00000052726	Kcnt2
ENSG00000162688	ENSMUSG00000033400	Agl
ENSG00000162692	ENSMUSG00000027962	Vcam1
ENSG00000162694	ENSMUSG00000027963	Extl2
ENSG00000162695	ENSMUSG00000054414	Slc30a7
ENSG00000162702	ENSMUSG00000041483	Zfp281
ENSG00000162704	ENSMUSG00000008475	Arpc5
ENSG00000162706	ENSMUSG00000005338	Cadm3
ENSG00000162711	ENSMUSG00000032691	Nlrp3
ENSG00000162714	ENSMUSG00000020472	Zkscan17
ENSG00000162722	ENSMUSG00000037124	Trim58
ENSG00000162723	ENSMUSG00000026548	Slamf9
ENSG00000162728	ENSMUSG00000038026	Kcnj9
ENSG00000162729	ENSMUSG00000038034	Igsf8
ENSG00000162733	ENSMUSG00000026674	Ddr2
ENSG00000162734	ENSMUSG00000013698	Pea15a
ENSG00000162735	ENSMUSG00000003464	Pex19
ENSG00000162736	ENSMUSG00000003458	Ncstn
ENSG00000162738	ENSMUSG00000026556	Vangl2
ENSG00000162739	ENSMUSG00000015314	Slamf6
ENSG00000162745	ENSMUSG00000038463	Olfml2b
ENSG00000162746	ENSMUSG00000070524	Fcrlb
ENSG00000162747	ENSMUSG00000059089	Fcgr4
ENSG00000162755	ENSMUSG00000045259	Klhdc9
ENSG00000162757	ENSMUSG00000079144	A130010J15Rik
ENSG00000162761	ENSMUSG00000026686	Lmx1a
ENSG00000162763	ENSMUSG00000040485	Lrrc52
ENSG00000162769	ENSMUSG00000066595	Flvcr1
ENSG00000162771	ENSMUSG00000091017	Fam71a
ENSG00000162772	ENSMUSG00000026628	Atf3
ENSG00000162775	ENSMUSG00000048109	Rbm15
ENSG00000162777	ENSMUSG00000027901	Dennd2d
ENSG00000162779	ENSMUSG00000026601	Axdnd1
ENSG00000162782	ENSMUSG00000060985	Tdrd5
ENSG00000162783	ENSMUSG00000056708	Ier5
ENSG00000162804	ENSMUSG00000047793	Sned1
ENSG00000162813	ENSMUSG00000026617	Bpnt1
ENSG00000162814	ENSMUSG00000026611	Spata17
ENSG00000162817	ENSMUSG00000039349	C130074G19Rik
ENSG00000162819	ENSMUSG00000046836	Brox
ENSG00000162836	ENSMUSG00000028093	Acp6
ENSG00000162843	ENSMUSG00000026523	Wdr64
ENSG00000162849	ENSMUSG00000026494	Kif26b
ENSG00000162851	ENSMUSG00000026492	Tfb2m
ENSG00000162852	ENSMUSG00000038949	Cnst
ENSG00000162869	ENSMUSG00000034709	Ppp1r21
ENSG00000162873	ENSMUSG00000042115	Klhdc8a
ENSG00000162877	ENSMUSG00000042251	Pm20d1
ENSG00000162878	ENSMUSG00000024247	Pkdcc
ENSG00000162882	ENSMUSG00000000673	Haao
ENSG00000162885	ENSMUSG00000039242	B3galnt2
ENSG00000162889	ENSMUSG00000016528	Mapkapk2
ENSG00000162891	ENSMUSG00000026416	Il20
ENSG00000162892	ENSMUSG00000026420	Il24
ENSG00000162894	ENSMUSG00000042474	Fcmr
ENSG00000162896	ENSMUSG00000026417	Pigr
ENSG00000162897	ENSMUSG00000026415	Fcamr
ENSG00000162909	ENSMUSG00000026509	Capn2
ENSG00000162910	ENSMUSG00000036860	Mrpl55
ENSG00000162923	ENSMUSG00000038733	Wdr26
ENSG00000162924	ENSMUSG00000020275	Rel
ENSG00000162927	ENSMUSG00000020280	Pus10
ENSG00000162928	ENSMUSG00000020283	Pex13
ENSG00000162929	ENSMUSG00000042208	0610010F05Rik
ENSG00000162931	ENSMUSG00000036964	Trim17
ENSG00000162944	ENSMUSG00000025978	Rftn2
ENSG00000162946	ENSMUSG00000043051	Disc1
ENSG00000162949	ENSMUSG00000043705	Capn13
ENSG00000162951	ENSMUSG00000060780	Lrrtm1
ENSG00000162959	ENSMUSG00000058704	Memo1
ENSG00000162961	ENSMUSG00000024067	Dpy30
ENSG00000162971	ENSMUSG00000048495	Tyw5
ENSG00000162972	ENSMUSG00000025971	Maip1
ENSG00000162975	ENSMUSG00000051726	Kcnf1
ENSG00000162976	ENSMUSG00000045679	Pqlc3
ENSG00000162980	ENSMUSG00000036093	Arl5a
ENSG00000162981	ENSMUSG00000020607	Lratd1
ENSG00000162989	ENSMUSG00000026824	Kcnj3
ENSG00000162992	ENSMUSG00000034701	Neurod1
ENSG00000162994	ENSMUSG00000020461	Clhc1
ENSG00000162998	ENSMUSG00000027004	Frzb
ENSG00000162999	ENSMUSG00000027001	Dusp19
ENSG00000163001	ENSMUSG00000020462	Cfap36
ENSG00000163002	ENSMUSG00000026999	Nup35
ENSG00000163006	ENSMUSG00000038010	Ccdc138
ENSG00000163012	ENSMUSG00000034552	Zswim2
ENSG00000163013	ENSMUSG00000047013	Fbxo41
ENSG00000163017	ENSMUSG00000059430	Actg2
ENSG00000163026	ENSMUSG00000051721	Wdcp
ENSG00000163029	ENSMUSG00000020608	Smc6
ENSG00000163032	ENSMUSG00000054459	Vsnl1
ENSG00000163040	ENSMUSG00000041617	Ccdc74a
ENSG00000163041	ENSMUSG00000060743	H3f3a
ENSG00000163050	ENSMUSG00000026489	Coq8a
ENSG00000163053	ENSMUSG00000026220	Slc16a14
ENSG00000163060	ENSMUSG00000024175	Tekt4
ENSG00000163064	ENSMUSG00000058665	En1
ENSG00000163069	ENSMUSG00000029156	Sgcb
ENSG00000163071	ENSMUSG00000029155	Spata18
ENSG00000163072	ENSMUSG00000034738	Nostrin
ENSG00000163075	ENSMUSG00000036962	Cfap221
ENSG00000163082	ENSMUSG00000032908	Sgpp2
ENSG00000163083	ENSMUSG00000037035	Inhbb
ENSG00000163092	ENSMUSG00000027022	Xirp2
ENSG00000163093	ENSMUSG00000063145	Bbs5
ENSG00000163104	ENSMUSG00000029920	Smarcad1
ENSG00000163106	ENSMUSG00000029919	Hpgds
ENSG00000163110	ENSMUSG00000028273	Pdlim5
ENSG00000163114	ENSMUSG00000047674	Pdha2
ENSG00000163116	ENSMUSG00000047940	Stpg2
ENSG00000163121	ENSMUSG00000047180	Neurl3
ENSG00000163125	ENSMUSG00000028106	Rprd2
ENSG00000163126	ENSMUSG00000067653	Ankrd23
ENSG00000163126	ENSMUSG00000109510	Gm42417
ENSG00000163131	ENSMUSG00000038642	Ctss
ENSG00000163132	ENSMUSG00000048450	Msx1
ENSG00000163138	ENSMUSG00000029089	5730480H06Rik
ENSG00000163141	ENSMUSG00000028115	Bnipl
ENSG00000163145	ENSMUSG00000061535	C1qtnf7
ENSG00000163154	ENSMUSG00000013707	Tnfaip8l2
ENSG00000163155	ENSMUSG00000053769	Lysmd1
ENSG00000163156	ENSMUSG00000092607	Scnm1
ENSG00000163157	ENSMUSG00000005628	Tmod4
ENSG00000163159	ENSMUSG00000008958	Vps72
ENSG00000163161	ENSMUSG00000024382	Ercc3
ENSG00000163162	ENSMUSG00000048234	Rnf149
ENSG00000163166	ENSMUSG00000024384	Iws1
ENSG00000163170	ENSMUSG00000045160	Bola3
ENSG00000163171	ENSMUSG00000036533	Cdc42ep3
ENSG00000163191	ENSMUSG00000027907	S100a11
ENSG00000163209	ENSMUSG00000045539	Sprr3
ENSG00000163214	ENSMUSG00000035051	Dhx57
ENSG00000163217	ENSMUSG00000030046	Bmp10
ENSG00000163218	ENSMUSG00000042250	Pglyrp4
ENSG00000163219	ENSMUSG00000030047	Arhgap25
ENSG00000163220	ENSMUSG00000096621	Gm5849
ENSG00000163235	ENSMUSG00000029999	Tgfa
ENSG00000163249	ENSMUSG00000070871	Ccnyl1
ENSG00000163251	ENSMUSG00000045005	Fzd5
ENSG00000163254	ENSMUSG00000025952	Crygc
ENSG00000163263	ENSMUSG00000118506	1700094D03Rik
ENSG00000163273	ENSMUSG00000026241	Nppc
ENSG00000163281	ENSMUSG00000029209	Gnpda2
ENSG00000163283	ENSMUSG00000026246	Alppl2
ENSG00000163283	ENSMUSG00000036500	Akp3
ENSG00000163283	ENSMUSG00000079440	Alpi
ENSG00000163285	ENSMUSG00000001260	Gabrg1
ENSG00000163286	ENSMUSG00000026246	Alppl2
ENSG00000163286	ENSMUSG00000036500	Akp3
ENSG00000163286	ENSMUSG00000079440	Alpi
ENSG00000163288	ENSMUSG00000029212	Gabrb1
ENSG00000163291	ENSMUSG00000055725	Paqr3
ENSG00000163293	ENSMUSG00000067219	Nipal1
ENSG00000163295	ENSMUSG00000026246	Alppl2
ENSG00000163295	ENSMUSG00000036500	Akp3
ENSG00000163295	ENSMUSG00000079440	Alpi
ENSG00000163297	ENSMUSG00000029338	Antxr2
ENSG00000163312	ENSMUSG00000035266	Helq
ENSG00000163319	ENSMUSG00000016833	Mrps18c
ENSG00000163320	ENSMUSG00000054604	Cggbp1
ENSG00000163322	ENSMUSG00000035234	Abraxas1
ENSG00000163328	ENSMUSG00000041762	Gpr155
ENSG00000163331	ENSMUSG00000026989	Dapl1
ENSG00000163344	ENSMUSG00000027952	Pmvk
ENSG00000163346	ENSMUSG00000042613	Pbxip1
ENSG00000163347	ENSMUSG00000022512	Cldn1
ENSG00000163348	ENSMUSG00000047824	Pygo2
ENSG00000163349	ENSMUSG00000008730	Hipk1
ENSG00000163352	ENSMUSG00000078173	Lenep
ENSG00000163354	ENSMUSG00000109293	Dcst2
ENSG00000163357	ENSMUSG00000042672	Dcst1
ENSG00000163359	ENSMUSG00000048126	Col6a3
ENSG00000163362	ENSMUSG00000041605	Inava
ENSG00000163374	ENSMUSG00000054199	Gon4l
ENSG00000163376	ENSMUSG00000030031	Kbtbd8
ENSG00000163377	ENSMUSG00000046500	Tafa4
ENSG00000163378	ENSMUSG00000035245	Eogt
ENSG00000163380	ENSMUSG00000044086	Lmod3
ENSG00000163382	ENSMUSG00000028070	Naxe
ENSG00000163389	ENSMUSG00000034064	Poglut1
ENSG00000163393	ENSMUSG00000033147	Slc22a15
ENSG00000163394	ENSMUSG00000029193	Cckar
ENSG00000163395	ENSMUSG00000051985	Igfn1
ENSG00000163399	ENSMUSG00000033161	Atp1a1
ENSG00000163406	ENSMUSG00000022899	Slc15a2
ENSG00000163412	ENSMUSG00000093661	Eif4e3
ENSG00000163421	ENSMUSG00000030069	Prok2
ENSG00000163424	ENSMUSG00000022798	Tex55
ENSG00000163428	ENSMUSG00000034158	Lrrc58
ENSG00000163430	ENSMUSG00000022816	Fstl1
ENSG00000163431	ENSMUSG00000048096	Lmod1
ENSG00000163435	ENSMUSG00000003051	Elf3
ENSG00000163440	ENSMUSG00000029235	Pdcl2
ENSG00000163444	ENSMUSG00000042305	Tmem183a
ENSG00000163449	ENSMUSG00000026188	Tmem169
ENSG00000163453	ENSMUSG00000036256	Igfbp7
ENSG00000163462	ENSMUSG00000042766	Trim46
ENSG00000163463	ENSMUSG00000042747	Krtcap2
ENSG00000163464	ENSMUSG00000048480	Cxcr1
ENSG00000163466	ENSMUSG00000006304	Arpc2
ENSG00000163467	ENSMUSG00000010538	Tsacc
ENSG00000163468	ENSMUSG00000001416	Cct3
ENSG00000163472	ENSMUSG00000001420	Tmem79
ENSG00000163479	ENSMUSG00000041355	Ssr2
ENSG00000163481	ENSMUSG00000026171	Rnf25
ENSG00000163482	ENSMUSG00000033276	Stk36
ENSG00000163485	ENSMUSG00000042429	Adora1
ENSG00000163491	ENSMUSG00000042567	Nek10
ENSG00000163492	ENSMUSG00000044033	Ccdc141
ENSG00000163497	ENSMUSG00000055197	Fev
ENSG00000163499	ENSMUSG00000006546	Cryba2
ENSG00000163501	ENSMUSG00000006538	Ihh
ENSG00000163507	ENSMUSG00000033031	Cip2a
ENSG00000163508	ENSMUSG00000032446	Eomes
ENSG00000163510	ENSMUSG00000027014	Cwc22
ENSG00000163510	ENSMUSG00000079247	Gm13691
ENSG00000163510	ENSMUSG00000094125	Gm13698
ENSG00000163510	ENSMUSG00000094336	Gm13693
ENSG00000163510	ENSMUSG00000095824	Gm13697
ENSG00000163510	ENSMUSG00000096337	Gm13694
ENSG00000163510	ENSMUSG00000096484	Gm13696
ENSG00000163510	ENSMUSG00000096729	Gm13695
ENSG00000163512	ENSMUSG00000039285	Azi2
ENSG00000163513	ENSMUSG00000032440	Tgfbr2
ENSG00000163515	ENSMUSG00000022650	Retnlb
ENSG00000163515	ENSMUSG00000022651	Retnlg
ENSG00000163515	ENSMUSG00000061100	Retnla
ENSG00000163516	ENSMUSG00000026199	Ankzf1
ENSG00000163517	ENSMUSG00000034245	Hdac11
ENSG00000163519	ENSMUSG00000030775	Trat1
ENSG00000163520	ENSMUSG00000064080	Fbln2
ENSG00000163521	ENSMUSG00000026200	Glb1l
ENSG00000163527	ENSMUSG00000032437	Stt3b
ENSG00000163528	ENSMUSG00000034203	Chchd4
ENSG00000163528	ENSMUSG00000081044	AU015836
ENSG00000163530	ENSMUSG00000072419	Dppa2
ENSG00000163531	ENSMUSG00000026442	Nfasc
ENSG00000163534	ENSMUSG00000059994	Fcrl1
ENSG00000163535	ENSMUSG00000026039	Sgo2a
ENSG00000163535	ENSMUSG00000094443	Sgo2b
ENSG00000163536	ENSMUSG00000027834	Serpini1
ENSG00000163539	ENSMUSG00000033392	Clasp2
ENSG00000163541	ENSMUSG00000052738	Suclg1
ENSG00000163545	ENSMUSG00000009772	Nuak2
ENSG00000163554	ENSMUSG00000026532	Spta1
ENSG00000163558	ENSMUSG00000037643	Prkci
ENSG00000163563	ENSMUSG00000026536	Ifi211
ENSG00000163563	ENSMUSG00000054203	Ifi205
ENSG00000163563	ENSMUSG00000073489	Ifi204
ENSG00000163563	ENSMUSG00000090272	Mndal
ENSG00000163564	ENSMUSG00000066677	Ifi208
ENSG00000163564	ENSMUSG00000070501	Ifi214
ENSG00000163564	ENSMUSG00000073491	Ifi213
ENSG00000163565	ENSMUSG00000066677	Ifi208
ENSG00000163565	ENSMUSG00000070501	Ifi214
ENSG00000163565	ENSMUSG00000073491	Ifi213
ENSG00000163568	ENSMUSG00000037860	Aim2
ENSG00000163576	ENSMUSG00000023931	Efhb
ENSG00000163577	ENSMUSG00000050192	Eif5a2
ENSG00000163581	ENSMUSG00000027690	Slc2a2
ENSG00000163584	ENSMUSG00000039221	Rpl22l1
ENSG00000163586	ENSMUSG00000054422	Fabp1
ENSG00000163590	ENSMUSG00000027784	Ppm1l
ENSG00000163596	ENSMUSG00000026018	Ica1l
ENSG00000163599	ENSMUSG00000026011	Ctla4
ENSG00000163600	ENSMUSG00000026009	Icos
ENSG00000163602	ENSMUSG00000072872	Rybp
ENSG00000163606	ENSMUSG00000022667	Cd200r1
ENSG00000163606	ENSMUSG00000036172	Cd200r3
ENSG00000163606	ENSMUSG00000062082	Cd200r4
ENSG00000163606	ENSMUSG00000090176	Cd200r2
ENSG00000163607	ENSMUSG00000022668	Gtpbp8
ENSG00000163608	ENSMUSG00000036208	Nepro
ENSG00000163611	ENSMUSG00000043065	Spice1
ENSG00000163617	ENSMUSG00000022701	Ccdc191
ENSG00000163623	ENSMUSG00000035187	Nkx6-1
ENSG00000163624	ENSMUSG00000029330	Cds1
ENSG00000163625	ENSMUSG00000043940	Wdfy3
ENSG00000163626	ENSMUSG00000035505	Cox18
ENSG00000163629	ENSMUSG00000034573	Ptpn13
ENSG00000163630	ENSMUSG00000056296	Synpr
ENSG00000163631	ENSMUSG00000029368	Alb
ENSG00000163632	ENSMUSG00000079357	Gm11100
ENSG00000163633	ENSMUSG00000029320	1700016H13Rik
ENSG00000163634	ENSMUSG00000053453	Thoc7
ENSG00000163635	ENSMUSG00000021738	Atxn7
ENSG00000163636	ENSMUSG00000021737	Psmd6
ENSG00000163637	ENSMUSG00000030020	Prickle2
ENSG00000163638	ENSMUSG00000030022	Adamts9
ENSG00000163644	ENSMUSG00000037826	Ppm1k
ENSG00000163645	ENSMUSG00000070471	Erich6
ENSG00000163646	ENSMUSG00000043850	Clrn1
ENSG00000163655	ENSMUSG00000027823	Gmps
ENSG00000163659	ENSMUSG00000034640	Tiparp
ENSG00000163660	ENSMUSG00000027829	Ccnl1
ENSG00000163661	ENSMUSG00000027832	Ptx3
ENSG00000163666	ENSMUSG00000040726	Hesx1
ENSG00000163673	ENSMUSG00000032500	Dclk3
ENSG00000163681	ENSMUSG00000021870	Slmap
ENSG00000163682	ENSMUSG00000081906	Rpl9-ps1
ENSG00000163683	ENSMUSG00000037822	Smim14
ENSG00000163684	ENSMUSG00000023156	Rpp14
ENSG00000163686	ENSMUSG00000025277	Abhd6
ENSG00000163687	ENSMUSG00000025279	Dnase1l3
ENSG00000163689	ENSMUSG00000021747	4930452B06Rik
ENSG00000163694	ENSMUSG00000070780	Rbm47
ENSG00000163697	ENSMUSG00000029207	Apbb2
ENSG00000163701	ENSMUSG00000043088	Il17re
ENSG00000163702	ENSMUSG00000030281	Il17rc
ENSG00000163703	ENSMUSG00000030284	Creld1
ENSG00000163704	ENSMUSG00000045009	Prrt3
ENSG00000163705	ENSMUSG00000033963	Fancd2os
ENSG00000163710	ENSMUSG00000015354	Pcolce2
ENSG00000163714	ENSMUSG00000032407	U2surp
ENSG00000163719	ENSMUSG00000030269	Mtmr14
ENSG00000163728	ENSMUSG00000027677	Ttc14
ENSG00000163736	ENSMUSG00000029372	Ppbp
ENSG00000163738	ENSMUSG00000029376	Mthfd2l
ENSG00000163743	ENSMUSG00000029397	Rchy1
ENSG00000163749	ENSMUSG00000050050	Ccdc158
ENSG00000163751	ENSMUSG00000001865	Cpa3
ENSG00000163754	ENSMUSG00000019528	Gyg
ENSG00000163755	ENSMUSG00000027615	Hps3
ENSG00000163781	ENSMUSG00000032555	Topbp1
ENSG00000163785	ENSMUSG00000032547	Ryk
ENSG00000163788	ENSMUSG00000038145	Snrk
ENSG00000163792	ENSMUSG00000006642	Tcf23
ENSG00000163793	ENSMUSG00000053856	Dnajc5g
ENSG00000163794	ENSMUSG00000038676	Ucn
ENSG00000163795	ENSMUSG00000043059	Zfp513
ENSG00000163798	ENSMUSG00000029141	Slc4a1ap
ENSG00000163803	ENSMUSG00000029134	Plb1
ENSG00000163806	ENSMUSG00000052525	Spdya
ENSG00000163807	ENSMUSG00000032551	1110059G10Rik
ENSG00000163808	ENSMUSG00000036768	Kif15
ENSG00000163810	ENSMUSG00000025787	Tgm4
ENSG00000163811	ENSMUSG00000041057	Wdr43
ENSG00000163812	ENSMUSG00000025786	Zdhhc3
ENSG00000163814	ENSMUSG00000035498	Cdcp1
ENSG00000163815	ENSMUSG00000025784	Clec3b
ENSG00000163817	ENSMUSG00000025243	Slc6a20b
ENSG00000163817	ENSMUSG00000036814	Slc6a20a
ENSG00000163818	ENSMUSG00000025245	Lztfl1
ENSG00000163820	ENSMUSG00000025241	Fyco1
ENSG00000163823	ENSMUSG00000025804	Ccr1
ENSG00000163823	ENSMUSG00000064039	Ccr1l1
ENSG00000163825	ENSMUSG00000066319	Rtp3
ENSG00000163827	ENSMUSG00000032495	Lrrc2
ENSG00000163832	ENSMUSG00000054836	Elp6
ENSG00000163833	ENSMUSG00000047746	Fbxo40
ENSG00000163840	ENSMUSG00000049502	Dtx3l
ENSG00000163848	ENSMUSG00000022811	Zfp148
ENSG00000163864	ENSMUSG00000032456	Nmnat3
ENSG00000163866	ENSMUSG00000042380	Smim12
ENSG00000163867	ENSMUSG00000042408	Zmym6
ENSG00000163870	ENSMUSG00000002871	Tpra1
ENSG00000163872	ENSMUSG00000041215	Yeats2
ENSG00000163873	ENSMUSG00000001985	Grik3
ENSG00000163874	ENSMUSG00000042677	Zc3h12a
ENSG00000163875	ENSMUSG00000028863	Meaf6
ENSG00000163877	ENSMUSG00000050213	Snip1
ENSG00000163879	ENSMUSG00000042707	Dnali1
ENSG00000163882	ENSMUSG00000021018	Polr2h
ENSG00000163884	ENSMUSG00000030087	Klf15
ENSG00000163885	ENSMUSG00000048794	Cfap100
ENSG00000163888	ENSMUSG00000051146	Camk2n2
ENSG00000163898	ENSMUSG00000044626	Liph
ENSG00000163902	ENSMUSG00000030062	Rpn1
ENSG00000163904	ENSMUSG00000022855	Senp2
ENSG00000163909	ENSMUSG00000032744	Heyl
ENSG00000163913	ENSMUSG00000030323	Ift122
ENSG00000163914	ENSMUSG00000030324	Rho
ENSG00000163918	ENSMUSG00000022881	Rfc4
ENSG00000163930	ENSMUSG00000021901	Bap1
ENSG00000163931	ENSMUSG00000021957	Tkt
ENSG00000163932	ENSMUSG00000021948	Prkcd
ENSG00000163933	ENSMUSG00000052395	Rft1
ENSG00000163935	ENSMUSG00000006527	Sfmbt1
ENSG00000163938	ENSMUSG00000042354	Gnl3
ENSG00000163939	ENSMUSG00000042323	Pbrm1
ENSG00000163945	ENSMUSG00000037355	Uvssa
ENSG00000163946	ENSMUSG00000040651	Tasor
ENSG00000163947	ENSMUSG00000021895	Arhgef3
ENSG00000163950	ENSMUSG00000004642	Slbp
ENSG00000163956	ENSMUSG00000029103	Lrpap1
ENSG00000163958	ENSMUSG00000052363	Zdhhc19
ENSG00000163959	ENSMUSG00000035699	Slc51a
ENSG00000163960	ENSMUSG00000053774	Ubxn7
ENSG00000163961	ENSMUSG00000014074	Rnf168
ENSG00000163964	ENSMUSG00000023791	Pigx
ENSG00000163975	ENSMUSG00000022780	Meltf
ENSG00000163982	ENSMUSG00000051596	Otop1
ENSG00000163995	ENSMUSG00000029095	Ablim2
ENSG00000164002	ENSMUSG00000028629	Exo5
ENSG00000164007	ENSMUSG00000066058	Cldn19
ENSG00000164008	ENSMUSG00000078584	AU022252
ENSG00000164010	ENSMUSG00000028644	Ermap
ENSG00000164011	ENSMUSG00000045268	Zfp691
ENSG00000164022	ENSMUSG00000028029	Aimp1
ENSG00000164023	ENSMUSG00000050931	Sgms2
ENSG00000164024	ENSMUSG00000005813	Metap1
ENSG00000164031	ENSMUSG00000074212	Dnajb14
ENSG00000164032	ENSMUSG00000037894	H2az1
ENSG00000164035	ENSMUSG00000054690	Emcn
ENSG00000164037	ENSMUSG00000050150	Slc9b1
ENSG00000164038	ENSMUSG00000037994	Slc9b2
ENSG00000164039	ENSMUSG00000028167	Bdh2
ENSG00000164040	ENSMUSG00000049940	Pgrmc2
ENSG00000164045	ENSMUSG00000032477	Cdc25a
ENSG00000164047	ENSMUSG00000038357	Camp
ENSG00000164049	ENSMUSG00000047237	Fbxw21
ENSG00000164049	ENSMUSG00000049314	Fbxw13
ENSG00000164049	ENSMUSG00000054087	Fbxw28
ENSG00000164049	ENSMUSG00000059547	Fbxw26
ENSG00000164049	ENSMUSG00000061701	Fbxw20
ENSG00000164049	ENSMUSG00000062275	Fbxw24
ENSG00000164049	ENSMUSG00000070324	Fbxw22
ENSG00000164049	ENSMUSG00000074059	Fbxw18
ENSG00000164049	ENSMUSG00000074060	Fbxw15
ENSG00000164049	ENSMUSG00000074061	Fbxw19
ENSG00000164049	ENSMUSG00000074062	Fbxw16
ENSG00000164049	ENSMUSG00000094992	Fbxw25
ENSG00000164049	ENSMUSG00000104614	Fbxw27
ENSG00000164049	ENSMUSG00000105589	Fbxw14
ENSG00000164050	ENSMUSG00000053646	Plxnb1
ENSG00000164051	ENSMUSG00000025645	Ccdc51
ENSG00000164053	ENSMUSG00000025646	Atrip
ENSG00000164054	ENSMUSG00000025647	Shisa5
ENSG00000164056	ENSMUSG00000037211	Spry1
